name;brand_name;price;discount;discounted_price;image_url;description;category;subcategory
Puma Stretchable Purple Cotton Capris;Puma;Rs. 1799;0;Rs. 1799;http://www.jabong.com/Puma-Stretchable-Purple-Cotton-Capris-369924.html;"Hit the gym in style wearing these purple coloured 3/4ths from the house of PUMA. Made from cotton spandex, these regular-fit 3/4ths will keep you comfortable while working out or running. The elasticated waistband will provide a snug fit. Team these with a black coloured T-shirt and complete your sporty look.
Fabric        Cotton Spandex(Stretchable)
Fit        Regular
Length        3/4th Length
Style        SOLIDS
Color        Purple";2;1
Vero Moda Medium Blue Long Sleeve Denim Jacket;Vero Moda ;Rs. 3495;0;Rs. 3495;http://www.jabong.com/vero-moda-Medium-Blue-Long-Sleeve-Denim-Jacket-566975.html;"Denim jackets are always in vogue. Check out this blue coloured jacket from VERO MODA that is a must-have for modern women. Made from polycotton, this regular-fit jacket ensures great comfort all day long. Wear this hip-length jacket over a white coloured top and team it with a pair of jeans to complete your casual look for the day.
Fabric        Denim
Sleeves        Full Sleeve
Neck        Collar
Wash Care        dark colours to be washed separately
Fit        Regular
Length        Hip length
Color        Blue";2;1
Femella Formal Side Peplum Dress;Femella;Rs. 1050;0;Rs. 1050;http://www.jabong.com/Femella-Formal-Side-Peplum-Dress-579731.html;"Get ready for a corporate party by wearing this peach coloured peplum dress from Femella. Classy in design, this dress will surely increase your style quotient. Made from cotton spandex, this stretchable dress will cling perfectly to your figure.
Type        Peplum Dress
Fabric        Cotton Spandex(Stretchable)
Sleeves        Sleeve Less
Neck        Round Neck
Wash Care        Cold Wash
Length        MIDI
Style        SOLIDS
Color        Peach";2;1
Reebok Drive Lp Black Floaters;Reebok ;Rs. 1499;25%;Rs. 1124;http://www.jabong.com/Reebok-Drive-Lp-Black-Floaters-31965.html;"Looking for comfortable footwear for your summer casuals? Put some style in your attire with these smart black sandals from Reebok. Made from high quality non-leather material, these sandals feature velcro strap which offers snug fit. Wear these with a pair of shorts to get the perfect casual look!
Upper Material        Non Leather
Sole Material        Pu
Inner Lining        Non Leather
Closing        Velcro
Product warranty        3 Month Against Manufacturing Defects
Color        Black
Upper Material Details        SYNTHETIC LEATHER";2;2
Carlton London Black Belly Shoes;Carlton London;Rs. 1795;0;Rs. 1795;http://www.jabong.com/Carlton_London-Black-Belly-Shoes-381153.html;"Make the heads turn as you step out with this pair of black coloured belly shoes by Carlton London. Experience the blissful comfort as you adorn this pair of belly shoes, which is crafted using comfortable TPR (thermoplastic rubber) sole. Chinese collar shirt and high-rise pants with this pair will make you look like a diva.
Upper Material        Non Leather
Sole Material        TPR
Inner Lining        Non Leather
Closing        Slip On
Heel shape        Flat
Heel height        Flat: 0-1.5 Inch
Product warranty        3 MONTH AGAINST MANUFACTURING DEFECT
Color        Black
Upper Material Details        SYNTHETIC LEATHER";2;2
Nike Ballista Iv Grey Running Shoes;Nike;Rs. 2595;0;Rs. 2595;http://www.jabong.com/Nike-Ballista-Iv-Grey-Running-Shoes-533258.html;"Nike offers these ‘Ballista IV’ running shoes that are all you need to take your practice sessions to a new level. Grey in colour, these lace-ups for women feature a low-ankle design that will provide better support and great comfort to your feet.
Features:
Mesh upper
Mesh lining
Rubber sole
Upper Material        Mesh
Sole Material        Rubber
Inner Lining        Mesh
Closing        Lace-up
Tip shape        Round
Product warranty        6 MONTH AGAINST MANUFACTURING DEFECT
Fit        REGULAR
Ankle Height        Low Ankle
Color        Grey
Upper Material Details        Mesh";2;2
STEPpings Black Platforms;STEPpings ;Rs. 1799;36%;Rs. 1149;http://www.jabong.com/step-pings-Black-Platforms-424788.html;"Get dressed to the nines by wearing these platforms by Step Pings. Designed for fashion-forward women, these platforms feature a non-leather upper that has an excellent finish and non-leather lining for added comfort. Wear with skinny jeans and a printed blouse to ensure a comfortable day ahead.
Upper Material        Non Leather
Sole Material        TPR
Inner Lining        Non Leather
Closing        Slip On
Heel shape        Stiletto
Heel height        High: Above 3.5 Inch
Tip shape        Round
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth. Use shoe shiner for better results.
Color        Black
Upper Material Details        SYNTHETIC LEATHER";2;2
Lavie Red Sandals;Lavie;Rs. 1395;0;Rs. 1395;http://www.jabong.com/Lavie-Red-Sandals-543064.html;"Let the crazy you pop out for a day with this pair of red coloured sandals from the house of Lavie. Let the sun go down for uncomfortable shoes, as you opt for this pair of sandals that is crafted using comfortable resin sole. Play with sheer fabric outfits while clubbing this pair of sandals for the look of the day.
Upper Material        SYNTHETIC
Sole Material        Resin Sheet
Inner Lining        SYNTHETIC
Closing        Slip On
Heel shape        Flat
Heel height        Flat: 0-1.5 Inch
Tip shape        Open
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Red
Upper Material Details        SYNTHETIC LEATHER";2;2
MB Collection Calf Length Brown Boots;MB Collection;Rs. 2099;25%;Rs. 1574;http://www.jabong.com/mb-collection-Calf-Length-Brown-Boots-520798.html;"Be the cynosure of all eyes when you adorn this pair of brown coloured boots by MB Collection. Contrasting upper and sole presents a sleek pair of boots, which is flexible and hard wearing. Flaunt this pair of boots with a floral blazer and narrow-fit jeans for an ideal look.
Upper Material        SYNTHETIC
Sole Material        TPR
Inner Lining        SYNTHETIC
Closing        Zip
Heel shape        Flat
Heel height        Flat: 0-1.5 Inch
Tip shape        Round
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Brown
Upper Material Details        SYNTHETIC LEATHER";2;2
Puma Lucie Iii Ind Blue Flip Flops;Puma ;Rs. 1299;0;Rs. 1299;http://www.jabong.com/Puma-Lucie-Iii-Ind-Blue-Flip-Flops-484364.html;"Get ready to lounge at home in style by slipping into these blue coloured women’s flip-flops from PUMA. Not only are these comfortable to wear because of the rubber upper and synthetic lining, but also offer slip-resistance and cushioning, courtesy the EVA (ethylene vinyl acetate) sole.
Upper Material        Rubber
Sole Material        Eva
Inner Lining        SYNTHETIC
Closing        Slip On
Tip shape        Open
Product warranty        3 MONTH AGAINST MANUFACTURING DEFECT
Shoe Care        Clean your shoes with mild cleaning foam & lukewarm water, and use a good quality brush to remove loose surface dirt. If your shoes are wet after cleaning, let them air-dry in room temperature only and avoid exposure to direct sun.
Color        Blue";2;2
HYPE White Gladiators;HYPE;Rs. 2199;10%;Rs. 1979;http://www.jabong.com/hype-White-Gladiators-484992.html;"Cruise through the fashion world with this pair of white coloured gladiators by HYPE. Feel snug as a bug in a rug with this pair of gladiators, featuring a comfortable resin sole. Chinese collar shirt and high-rise pants with this pair will make you look like a diva.
Upper Material        SYNTHETIC
Sole Material        Resin Sheet
Inner Lining        SYNTHETIC
Closing        Zip
Heel shape        Wedge
Heel height        Medium: 2.5-3.5 Inch
Tip shape        Open
Product warranty        2 MONTH AGAINST MANUFACTURING DEFECT
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        White";2;2
Nell Blue Wedges;Nell;Rs. 1285;0;Rs. 1285;http://www.jabong.com/nell-Blue-Wedges-549562.html;"Nell offers these classy, blue coloured wedges that are something you will instantly fall in love with. While the synthetic upper and lining lend durability to them, the PU (polyurethane) sole makes them lightweight and slip-resistant.  Undeniably stylish, these open-toe wedges will look great with your floral-print tea dresses.  
Upper Material        Synthetic Leather
Sole Material        Pu
Inner Lining        SYNTHETIC
Closing        Buckle
Heel shape        Wedge
Heel height        Medium: 2.5-3.5 Inch
Tip shape        Open
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Blue
Upper Material Details        SYNTHETIC LEATHER";2;2
MB Collection Pink Loafers;MB Collection;Rs. 1299;0;Rs. 1299;http://www.jabong.com/mb-collection-Pink-Loafers-532609.html;"Be a la mode when you adorn this pair of pink coloured loafers by MB Collection. Let the sun go down for uncomfortable shoes, opt for this pair of loafers that is crafted using a comfortable TPR (thermoplastic rubber) sole. Fill the space with magic as you wear this pair with linen trousers and a cowl neck top.
Upper Material        SYNTHETIC
Sole Material        TPR
Inner Lining        SYNTHETIC
Closing        Slip On
Heel shape        Flat
Heel height        Flat: 0-1.5 Inch
Tip shape        Round
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Pink
Upper Material Details        SYNTHETIC LEATHER";2;2
The Body Shop 3 Pc Heavenly Hands Set;The Body Shop;Rs. 1595;5%;Rs. 1515;http://www.jabong.com/the-body-shop-3-Pc-Heavenly-Hands-Set-170605.html;It’s time to take care of your nails and hands with this 3-piece Nail & Hand Care kit from The Body Shop. Enjoy soft hands and perfect and clean nails with this kit consisting of 2 pieces of wild rose hand cream with SPF 15 and almond hand and nail cream. The hand cream will also save your skin from tanning.;2;3
VLCC Manicure Pedicure Kit;VLCC;Rs. 475;0;Rs. 475;http://www.jabong.com/vlcc-Manicure-Pedicure-Kit-437583.html;Pamper yourself at home with this unisex ‘Manicure Pedicure’ kit from VLCC. The scrub, cream, cleaner and the anti tan pack of this kit along with the cuticle oil will allow you to cleanse the skin and make it soft and healthy. This kit will allow you to get rid of tanning also.;2;3
Lotus Herbals Nutraeye Rejuvenating & Correcting Eye Gel;Lotus Herbals;Rs. 275;0;Rs. 275;http://www.jabong.com/Lotus-Herbals-Nutraeyeao-Rejuvenating-Correcting-Eye-Gel-24902.html;"Remove your eye's puffiness with this 'Nutraeye Rejuvnating and Correcting' eye gel from the house of Lotus Herbals. This eye gel with soothe the skin around your eyes, making you look fresh. This gel will also help you lighten the dark circles, wrinkles and crow's feet.
Base Unit of Measure        GMS
Attribute        Rejuvenating
Formulation        Natural";2;3
Lotus Herbals Lip Therapy Fresh Mint;Lotus Herbals ;Rs. 135;0;Rs. 135;http://www.jabong.com/Lotus-Herbals-Lip-Therapy-Fresh-Mint-266116.html;Lotus Herbals bring forth ‘Lip Therapy Fresh Mint’ that has a very refreshing and soothing fragrance. Prepared using natural extracts, it provides the required moisture to your lips. It also effectively heals dry, cracked and chapped lips.;2;3
Versace Bright Crystal Eau De Toilette 90ML;Versace;Rs. 4950;31%;Rs. 3430;http://www.jabong.com/Versace-Bright-Crystal-Eau-De-Toilette-90ML-74028.html;A fresh, vibrant and flowery scent by Versace. The bottle is magnificent and grand and will sit like a piece of jewel on your dresser. The fragrance has top notes of pomegranate that makes it refreshing and sensual.;2;3
VEGA GO HANDY;VEGA;Rs. 650;0;Rs. 650;http://www.jabong.com/vega-VEGA-GO-HANDY-431086.html;Planning a mini vacation with your girlies? Then, don’t forget to carry along this‘ Go Handy’ hair dryer that is all you need to sport different hairstyles everyday! Featuring foldable handles for ease of operation, this hair dryer from Vega is worth including in your hair styling tools!;2;3
Gloria Garcia Body Oil;Gloria Garcia;Rs. 990;0;Rs. 990;http://www.jabong.com/gloria-garcia-Body-Oil-135882.html;A perfect skin care solution, this nourishing Body Oil from Gloria Garcia deeply hydrates and softens skin. Formulated using a base of the components of the olive, obtained from both the olive leaf and from the oil, it has antioxidant, hypotensive and vasodilatory properties. Massage gently for best results.;2;3
L'Oreal Paris Dermo Expertise-Youth-Code-Night-Cream;L'Oreal Paris;Rs. 1149;0;Rs. 1149;http://www.jabong.com/L-Oreal-Paris-Dermo-Expertise-Youth-Code-Night-Cream-446369.html;Keep your skin hydrated even when you are sleeping by applying this ‘Dermo Expertise Youth Code Night’ cream for women from L’Oréal Paris. This cream will initiate skin renewal so that you get back the youthful and healthy skin. It comes in 50 ml pack.;2;3
L'Oreal Paris Super Liner Luminizer Brown Eyes;L'Oreal Paris;Rs. 675;10%;Rs. 608;http://www.jabong.com/L-Oreal-Paris-Super-Liner-Luminizer-Brown-Eyes-402153.html;"Express through your hypnotic eyes using this ‘Super Luminizer’ eye liner from L’Oréal Paris.  This eye liner will accentuate the beauty of your eyes with a single slide. It will keep your eyes smudge free for hours.  
Package Content   Super Liner Luminizer Brown Eyes";2;3
L'Oreal Paris Nail Art 011 Monogram;L'Oreal Paris;Rs. 299;10%;Rs. 269;http://www.jabong.com/L-Oreal-Paris-Nail-Art-011-Monogram-290537.html;"Lend your nails a classy finish with this pack of long-lasting ‘011 Monogram’ nail art stickers from L’Oreal Paris. These nail art stickers are extremely easy to apply. Use this nail art and get beautiful nails instantly.   
Package Content        Nail Art 011 Monogram";2;3
Miss Bennett Pink Bow Hair Band;Miss Bennett ;Rs. 299;50%;Rs. 150;http://www.jabong.com/miss-bennett-Pink-Bow-Hair-Band-425986.html;"In a charming pink colour and having a beautiful design, this hair band from Miss Bennett is just the accessory to keep your beautiful mane in place. Furthermore, since it is made from fabric, it is lightweight, long-lasting and easy to maintain too.
Type        Hair Bands
USP        Stones: , Work Type:
Color        Pink
Material        Fabric";2;4
Puma Cat Pink Leather Belt;Puma;Rs. 1699;0;Rs. 1699;http://www.jabong.com/Puma-Cat-Pink-Leather-Belt-429036.html;"Don a distinctive look wearing this pink coloured belt from the house of PUMA. Made of leather, this women's belt will withstand the test of time. This belt will not only make you look stylish but will also hold your pants in place. The stylish buckle adds more elegance to this belt.
Style        Solids
Color        Pink";2;4
Panache Grey Gradient/Maroon Oval Sunglasses;Panache;Rs. 1450;40%;Rs. 870;http://www.jabong.com/panache-Grey-Gradient-Maroon-Oval-Sunglasses-567747.html;"When wearing this pair of grey coloured oval sunglasses for women from Panache, you will surely get noticed by everyone. This pair of polycarbonate sunglasses is extremely durable and so is truly a worthy pick. High on style, this pair of UV-protected sunglasses will protect your delicate eyes from damage.
Type        Oval Frames
Lens Type        UV PROTECTED
Frame Shape        Oval
USP        Full Rim UV Protected Oval Sunglasses. Lens Material - Polycarbonate.
Color        Grey
Frame Color        Maroon
Lens Color        Grey
Material        Polycarbonate";2;4
Baggit Mp Raas Barati Purple Mobile Pouch;Baggit;Rs. 675;0;Rs. 675;http://www.jabong.com/baggit-Mp-Raas-Barati-Purple-Mobile-Pouch-269193.html;"Protect your phone from dust and scratches by using this purple coloured mobile pouch from the house of Baggit. Made from PU (polyurethane), this pouch is very durable. It features a stylish closure for easy access. A must-have accessory for your phone! 
Type        Mobile Covers & Cases
Color        Purple
Material        PU";2;4
Puma Slice-S-89105303 White/Purple Analog Watch;Puma;Rs. 6499;0;Rs. 6499;http://www.jabong.com/Puma-Slice-S-89105303-White-Purple-Analog-Watch-435355.html;"Make an impression on your friends by flaunting this white coloured analog watch for women from the house of Puma. Silicon strap will keep your wrist at ease and 50 m water resistance will let you wear it during the rainy season.
Type        Analog Watches
Product warranty        1 YEAR
Water Resistance        50 M
Case Material        STAINLESS STEEL
USP        Note that the warranty does not cover: 
1. Damage caused to strap, case or acrylic crystal due to mishandling.
2. Scratching or peeling off of the printing.
3. Normal signs of fading of the strap and case.
Color        White
Dial Shape        Round
Material        Silicon";2;4
CaratLane Rose Bud Ring;CaratLane ;Rs. 100250;10%;Rs. 90225;http://www.jabong.com/caratlane-Rose-Bud-Ring-520571.html;"Silver coloured ring for women from Caratlane. Made from 18 karat gold, it is studded with Ruby.
Stone Type        Ruby
Shapes        Round
Diamond Clarity-Color        IJ - SI
Diamond Carat Weight        0.6
USP        Product detail:Diamond carat weight=11.32;No of diamond pcs=90;Metal weight=0.6009
Color        Silver
Material        18 Karat Gold";2;4
Diovanni Multi Necklace;Diovanni;Rs. 1500;33%;Rs. 999;http://www.jabong.com/diovanni-Multi-Necklace-582806.html;"Multicoloured necklace for women by Diovanni. This necklace is made from alloy.
Product Weight without Package        50 gms
USP        PRODUCT DETAIL:PRODUCT SIZE=MIN 21 INCH MAX 23 INCH;DIMENSION=PENDANT HEIGHT 3.5 INCH PENDANT BREADTH 5 INCH
Color        Multi
Material        Alloy";2;4
Puma Grey Handbag;Puma Grey Handbag;Rs. 2499;0;Rs. 2499;http://www.jabong.com/Puma-Grey-Handbag-270232.html;"Looking for a handbag that can complement your stylish sporty look? Consider this grey coloured handbag from PUMA that will fit the bill. Featuring a trendy shape, twin grab handles and multiple zip fastenings, this handbag will help you carry your world in a fashionable and convenient manner. Made from non-leather material, this handbag has a fabulous finish and is durable as well. 
Extra Handle        No
Number of Compartments        1
No. of Pockets        2
Color        Grey
Material        Non Leather
No. of Zips        3";2;4
Olvin Pink Frames;Olvin;Rs. 799;0;Rs. 799;http://www.jabong.com/olvin-Pink-Frames-460036.html;"Look stylish and glamorous wearing this pink coloured optical frame from the house of Olvin. Exuding a high fashion appeal, this rimless, unisex frame will definitely complement your charming look. Made from plastic, this lightweight, rectangular frame will sit comfortably on your nose bridge.
Frame Shape        Rectangular
Color        Pink
Frame Color        Pink
Material        Plastic";2;4
Ycode Gold Moblie Covers For Iphone 4;Ycode;Rs. 599;0;Rs. 599;http://www.jabong.com/ycode-Gold-Moblie-Covers-For-Iphone-4-470961.html;"What we have here is a lightweight, durable gold coloured mobile cover, which will protect your Apple iPhone 4 from accidental bumps and shocks. This plastic wonder, from the house of Ycode, will provide an ideal protective surface for your phone.
Type        Mobile Covers & Cases
Device Model        Apple iPhone 4
Device Brand        Apple
Color        Golden
Material        Plastic
Device Brand        Apple
Device Model        Apple iPhone 4";2;4
Nike Blue T-Shirts;Nike;Rs. 795;10%;Rs. 716;http://www.jabong.com/Nike-Blue-T-Shirts-432277.html;"A perfect pick for your fitness-conscious boy is this blue coloured T-shirt from Nike. Featuring Dri-FIT technology, this sleeveless T-shirt will efficiently wick moisture away from his body. Made from polyester, it will keep him fresh all day long.  
Fabric        Polyester
Sleeves        Sleeveless
Neck        Round neck
Wash Care        HAND WASH
Color        Blue";3;1
United Colors of Benetton Orange Jackets & Blazers;United Colors of Benetton;Rs. 3299;0;Rs. 3299;http://www.jabong.com/United-Colors-of-Benetton-Orange-Jackets-Blazers-395472.html;"Make your son look trendier and cuter wearing this orange jacket from United Colors of Benetton. Featuring brand logo and pockets on the front, this jacket will look fabulous with both jeans and chinos. Made from polyester, this long-sleeved jacket will certainly help him brave the cold in style. 
Fabric        Polyester
Sleeves        Long Sleeve
Neck        Hooded
Wash Care        hand wash
Color        Orange";3;1
United Colors of Benetton Boys pazalo;United Colors of Benetton;Rs. 799;0;Rs. 799;http://www.jabong.com/United-Colors-of-Benetton-Boys-pazalo-349513.html;"Lend a distinct look to your smart son as you dress him up in this pair of yellow coloured pazalo from United Colors of Benetton. Trendy and comfortable to wear all day long, these pazalo are a must-have in his wardrobe. Made from 100% cotton, these pazalo are soft against the skin. These pazalo will go well with a contrast coloured T-shirt or a sweatshirt.
Fabric        100% Cotton
Wash Care        MILD DETERGENT
Color        Yellow";3;1
Raja Saheb Maroon Kurta Sets;Raja Saheb;Rs. 3349;10%;Rs. 3014;http://www.jabong.com/raja-saheb-Maroon-Kurta-Sets-424830.html;"A smart pick for traditional functions, this maroon coloured kurta pyjama set from Raja Saheb will certainly add variety to your little champion’s ethic wear collection. Further, the silk material makes this kurta pyjama set a worthy pick. This pretty kurta pyjama set comes with a dhoti and a sleeveless jacket. Tailored in regular fit, this kurta pyjama set provides enough room for proper movement. 
Fabric        Silk
Sleeves        Full Sleeve
Neck        Nehru collar
Wash Care        HAND WASH
Fit        Regular
Length        Full Length
Color        Maroon";3;1
My O Baby Organic Cotton Printed Blue Body Suit;My O Baby;Rs. 850;0;Rs. 850;http://www.jabong.com/my-o-baby-Organic-Cotton-Printed-Blue-Body-Suit-292066.html;"My O Baby offers this blue coloured footie that is a trendy pick for your little master this season. Featuring stripes all over and an embroidered patch on the front, this full-length footie will lend him a stylish look. Made from 100% organic cotton, this regular-fit footie will be soft to his skin and comfortable to wear as well. 
Fabric        100% ORGANIC COTTON
Sleeves        Full Sleeve
Neck        V Neck
Wash Care        Cold water, Machine wash
Fit        Regular
Length        Full Length
Style        Printed
Color        Blue";3;1
Betty Cream Solid Dress & Frock;Betty;Rs. 1510;0;Rs. 1510;http://www.jabong.com/betty-Cream-Solid-Dress-Frock-434255.html;"Make your little girl look like a fashionista as you dress her up in this cream coloured gown from the house of Betty. Made of polyester, this gown will stay soft against your kid's delicate skin. Featuring regular fit, this pretty gown comes with an inner. 
Fabric        Polyester
Sleeves        Full Sleeve
Neck        Round neck
Wash Care        DRY CLEAN
Fit        Regular
Length        Full Length
Style        SOLIDS
Color        Cream";3;1
United Colors of Benetton Fuschia Skirts;United Colors of Benetton;Rs. 999;0;Rs. 999;http://www.jabong.com/United-Colors-of-Benetton-Fuschia-Skirts-568361.html;"A must-have in the casual wardrobe of your little girl is this fuschia coloured skirt by United Colors of Benetton. Trendy and chic, it will amplify her look instantly. Team it with a stylish top to complete her look for the day. The cotton fabric further makes this skirt extremely skin friendly. 
Fabric        Cotton
Wash Care        HAND WASH
Fit        Regular
Length        Knee length
Color        Fuschia";3;1
Vine Multi Jeggings;Vine ;Rs. 780;15%;Rs. 663;http://www.jabong.com/vine-Multi-Jeggings-397112.html;"Vine presents these multicoloured jeggings for girls, which will make them look simply fashionable. Made of knit fabric, these jeggings are comfortable to wear. Featuring regular fit, these jeggings will look perfect when paired a white coloured T-shirt.
Fabric        Knit
Wash Care        Wash Separately,Use mild detergent,Do not bleach,Drip dry,Medium Iron
Fit        Regular
Length        Full Length
Color        Multi";3;1
Betty Purple Lehanga Cholis;Betty;Rs. 3470;0;Rs. 3470;http://www.jabong.com/betty-Purple-Lehanga-Cholis-500830.html;"Let your little princess be the centre of attention at a get together, wearing this purple coloured lehenga choli set for girls from the house of Aurelia. Made from polyester, this regular-fit lehenga choli set will keep her comfortable all day long. It comprises a lehenga and a choli. Featuring embroidery, it will accentuate her look effortlessly. Let her team it with white coloured sandals to complete her evening look.         
Fabric        Polyester
Sleeves        Mega Sleeve
Neck        Square Neck
Fit        Regular
Color        Purple";3;1
Vine Blue Jumpsuits & Rompers;Vine;Rs. 1070;0;Rs. 1070;http://www.jabong.com/vine-Blue-Jumpsuits-Rompers-547021.html;"Check out these magenta and blue coloured dungarees from Vine that will be a stylish pick for your darling daughter. Made from denim, these regular-fit dungarees are comfortable to wear all day long. The front embroidery will lend her a look worth flaunting.
Fabric        Denim
Sleeves        Sleeveless
Neck        SPAGHETTI NECK
Wash Care        HAND WASH
Fit        Regular
Length        Full Length
Color        Blue";3;1
Puma James Jr Ind Black Sneakers;Puma;Rs. 2799;0;Rs. 2799;http://www.jabong.com/Puma-James-Jr-Ind-Black-Sneakers-374617.html;"Kick, flip, jump, let them do whatever they want to do wearing these sneakers, in black colour, from the house of Puma. These trendy sneakers will give them the confidence they need owing to the use of comfortable non-leather lining and rubber sole.
Upper Material        Non Leather
Sole Material        Rubber
Inner Lining        Non Leather
Closing        Velcro
Product warranty        3 MONTH AGAINST MANUFACTURING DEFECT
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth. Use shoe shiner for better results.
Color        Black
Upper Material Details        SYNTHETIC LEATHER";3;2
Tweety Purple Sneakers;Tweety;Rs. 499;0;Rs. 499;http://www.jabong.com/tweety-Purple-Sneakers-478490.html;"Cute and trendy, these purple coloured sneakers from Tweety will make a great choice for your little doll.  Featuring canvas upper and fabric lining, these lace-ups are highly durable. Additionally, the PVC (polyvinyl chloride) sole of these sneakers make them lightweight, flexible and comfortable to wear as well.    
Upper Material        Canvas
Sole Material        PVC
Inner Lining        Fabric
Closing        Lace-up
Tip shape        Round
Product warranty        1 MONTH AGAINST MANUFACTURING DEFECT
Color        Purple
Upper Material Details        Canvas";3;2
Disney Mickey Blue Running Shoes;Disney;Rs. 499;0;Rs. 499;http://www.jabong.com/Disney-Mickey-Blue-Running-Shoes-572912.html;"For your cute little master, get this pair of blue coloured running shoes from Disney. This pair of synthetic running shoes is not just comfortable to wear but is also attractive in look owing to the fascinating design on the upper. The PVC (polyvinyl chloride) sole of this pair makes it durable and lightweight.
Upper Material        SYNTHETIC
Sole Material        PVC
Inner Lining        SYNTHETIC
Closing        Lace-up
Tip shape        Round
Product warranty        2 MONTH AGAINST MANUFACTURING DEFECT
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Blue
Upper Material Details        SYNTHETIC LEATHER";3;2
KID'S VILLE Pink Sandals;KID'S VILLE;Rs. 799;0;Rs. 799;http://www.jabong.com/kid-s-ville-Pink-Sandals-527610.html;"Kidsville presents these pink coloures sandals, which will make your kid look super cute and adorable. The synthetic material upper and lining of these sandals for girls offer breathability and cushioning. The rubber sole will keep your kid's feet comfrotable all day long.
Upper Material        SYNTHETIC
Sole Material        Rubber
Inner Lining        SYNTHETIC
Closing        Velcro
Tip shape        Open
Product warranty        1 MONTH AGAINST MANUFACTURING DEFECT
Shoe Care        Surface Dirt can be cleaned with a good quality brush or a damp cloth.
Color        Pink
Upper Material Details        SYNTHETIC LEATHER";3;2
BABY LOONEY TUNES Blue Sandals;BABY LOONEY TUNES;Rs. 599;17%;Rs. 499;http://www.jabong.com/baby-looney-tunes-Blue-Sandals-88351.html;"hese cute sandals from Baby Looney Tunes will ensure that your little girl stays stylish all summer long. Crafted from ethylene vinyl acetate (EVA), they provide excellent comfort and flexibility with the advantage of being lightweight. Your baby girl will look her best when paired with one of her cool T-shirt and a pair of shorts.
Upper Material        Eva
Sole Material        Eva
Closing        Unspecified
Product warranty        1 MONTH AGAINST MANUFACTURING DEFECT
Color        Blue";3;2
